Model, Phase, Block, Item, Response, Clusters number
SUSTAIN, generalization, 30, 50, 2, 15,
SUSTAIN, generalization, 30, 31, 1.0, 16,
SUSTAIN, generalization, 30, 63, 2, 16,
SUSTAIN, generalization, 30, 9, 1, 16,
SUSTAIN, generalization, 30, 19, 2, 16,
SUSTAIN, generalization, 30, 5, 2, 16,
SUSTAIN, generalization, 30, 3, 2, 16,
SUSTAIN, generalization, 30, 30, 1, 16,
SUSTAIN, generalization, 30, 56, 2, 16,
SUSTAIN, generalization, 30, 59, 1, 16,
SUSTAIN, generalization, 30, 32, 1, 16,
SUSTAIN, generalization, 30, 33, 2, 16,
SUSTAIN, generalization, 30, 7, 2, 16,
SUSTAIN, generalization, 30, 21, 2, 16,
SUSTAIN, generalization, 30, 26, 2, 16,
SUSTAIN, generalization, 30, 18, 1.0, 17,
SUSTAIN, generalization, 30, 45, 1, 17,
SUSTAIN, generalization, 30, 23, 1, 17,
SUSTAIN, generalization, 30, 36, 2, 17,
SUSTAIN, generalization, 30, 39, 1.0, 18,
SUSTAIN, generalization, 30, 48, 1.0, 19,
SUSTAIN, generalization, 30, 42, 1.0, 20,
SUSTAIN, generalization, 30, 62, 2, 20,
SUSTAIN, generalization, 30, 41, 1, 20,
SUSTAIN, generalization, 30, 60, 1.0, 21,
SUSTAIN, generalization, 30, 12, 1, 21,
SUSTAIN, generalization, 30, 35, 2, 21,
SUSTAIN, generalization, 30, 25, 1.0, 22,
SUSTAIN, generalization, 30, 53, 1.0, 23,
SUSTAIN, generalization, 30, 24, 1.0, 24,
SUSTAIN, generalization, 30, 43, 1, 24,
SUSTAIN, generalization, 30, 49, 1.0, 25,
SUSTAIN, generalization, 30, 6, 1.0, 26,
SUSTAIN, generalization, 30, 14, 1, 26,
SUSTAIN, generalization, 30, 15, 2.0, 27,
SUSTAIN, generalization, 30, 40, 1, 27,
SUSTAIN, generalization, 31, 12, 1, 6,
SUSTAIN, generalization, 31, 53, 2, 6,
SUSTAIN, generalization, 31, 47, 2, 6,
SUSTAIN, generalization, 31, 59, 1.0, 7,
SUSTAIN, generalization, 31, 55, 2, 7,
SUSTAIN, generalization, 31, 38, 1.0, 8,
SUSTAIN, generalization, 31, 17, 1, 8,
SUSTAIN, generalization, 31, 48, 2, 8,
SUSTAIN, generalization, 31, 2, 1, 8,
SUSTAIN, generalization, 31, 27, 2.0, 9,
SUSTAIN, generalization, 31, 57, 1, 9,
SUSTAIN, generalization, 31, 33, 1.0, 10,
SUSTAIN, generalization, 31, 28, 2, 10,
SUSTAIN, generalization, 31, 20, 2, 10,
SUSTAIN, generalization, 31, 6, 2.0, 11,
SUSTAIN, generalization, 31, 58, 1, 11,
SUSTAIN, generalization, 31, 41, 1, 11,
SUSTAIN, generalization, 31, 4, 2, 11,
SUSTAIN, generalization, 31, 34, 1, 11,
SUSTAIN, generalization, 31, 31, 2.0, 12,
SUSTAIN, generalization, 31, 43, 1.0, 13,
SUSTAIN, generalization, 31, 61, 1, 13,
SUSTAIN, generalization, 31, 51, 1, 13,
SUSTAIN, generalization, 31, 23, 2, 13,
SUSTAIN, generalization, 31, 60, 1, 13,
SUSTAIN, generalization, 31, 44, 1, 13,
SUSTAIN, generalization, 31, 1, 2, 13,
SUSTAIN, generalization, 31, 52, 1.0, 14,
SUSTAIN, generalization, 31, 9, 1, 14,
SUSTAIN, generalization, 31, 15, 1.0, 15,
SUSTAIN, generalization, 31, 24, 1.0, 16,
SUSTAIN, generalization, 31, 64, 1, 16,
SUSTAIN, generalization, 31, 35, 1, 16,
SUSTAIN, generalization, 31, 14, 1, 16,
SUSTAIN, generalization, 31, 3, 1, 16,
SUSTAIN, generalization, 31, 18, 1.0, 17,
SUSTAIN, generalization, 31, 42, 1, 17,
SUSTAIN, generalization, 31, 29, 2, 17,
SUSTAIN, generalization, 31, 40, 2.0, 18,
SUSTAIN, generalization, 31, 25, 1, 18,
SUSTAIN, generalization, 31, 63, 2, 18,
SUSTAIN, generalization, 31, 32, 2, 18,
SUSTAIN, generalization, 31, 7, 2, 18,
SUSTAIN, generalization, 31, 8, 1.0, 19,
SUSTAIN, generalization, 31, 56, 2, 19,
SUSTAIN, generalization, 31, 54, 1, 19,
SUSTAIN, generalization, 31, 22, 2.0, 20,
SUSTAIN, generalization, 31, 37, 1, 20,
SUSTAIN, generalization, 31, 62, 2, 20,
SUSTAIN, generalization, 31, 16, 1, 20,
SUSTAIN, generalization, 31, 50, 2.0, 21,
SUSTAIN, generalization, 31, 19, 1, 21,
SUSTAIN, generalization, 31, 49, 2, 21,
SUSTAIN, generalization, 31, 30, 2, 21,
SUSTAIN, generalization, 31, 45, 1.0, 22,
SUSTAIN, generalization, 31, 46, 1, 22,
SUSTAIN, generalization, 31, 11, 1.0, 23,
SUSTAIN, generalization, 31, 10, 1, 23,
SUSTAIN, generalization, 31, 21, 2, 23,
SUSTAIN, generalization, 31, 36, 1.0, 24,
SUSTAIN, generalization, 31, 5, 2, 24,
SUSTAIN, generalization, 31, 13, 2.0, 25,
SUSTAIN, generalization, 31, 26, 1.0, 26,
SUSTAIN, generalization, 31, 39, 2, 26,
SUSTAIN, generalization, 32, 16, 2.0, 7,
SUSTAIN, generalization, 32, 11, 1, 7,
SUSTAIN, generalization, 32, 31, 1.0, 8,
SUSTAIN, generalization, 32, 60, 2, 8,
SUSTAIN, generalization, 32, 22, 1, 8,
SUSTAIN, generalization, 32, 13, 2, 8,
SUSTAIN, generalization, 32, 50, 1.0, 9,
SUSTAIN, generalization, 32, 12, 1, 9,
SUSTAIN, generalization, 32, 52, 1, 9,
SUSTAIN, generalization, 32, 20, 2.0, 10,
SUSTAIN, generalization, 32, 49, 1, 10,
SUSTAIN, generalization, 32, 48, 2, 10,
SUSTAIN, generalization, 32, 47, 2, 10,
SUSTAIN, generalization, 32, 40, 1.0, 11,
SUSTAIN, generalization, 32, 10, 1, 11,
SUSTAIN, generalization, 32, 19, 2, 11,
SUSTAIN, generalization, 32, 39, 1, 11,
SUSTAIN, generalization, 32, 30, 1, 11,
SUSTAIN, generalization, 32, 61, 2, 11,
SUSTAIN, generalization, 32, 1, 2, 11,
SUSTAIN, generalization, 32, 28, 2, 11,
SUSTAIN, generalization, 32, 55, 2, 11,
SUSTAIN, generalization, 32, 24, 2, 11,
SUSTAIN, generalization, 32, 59, 2.0, 12,
SUSTAIN, generalization, 32, 15, 2, 12,
SUSTAIN, generalization, 32, 32, 1, 12,
SUSTAIN, generalization, 32, 51, 1, 12,
SUSTAIN, generalization, 32, 58, 2, 12,
SUSTAIN, generalization, 32, 45, 1.0, 13,
SUSTAIN, generalization, 32, 3, 1, 13,
SUSTAIN, generalization, 32, 36, 2.0, 14,
SUSTAIN, generalization, 32, 25, 2.0, 15,
SUSTAIN, generalization, 32, 2, 1, 15,
SUSTAIN, generalization, 32, 37, 2, 15,
SUSTAIN, generalization, 32, 38, 2, 15,
SUSTAIN, generalization, 32, 29, 1.0, 16,
SUSTAIN, generalization, 32, 46, 1, 16,
SUSTAIN, generalization, 32, 57, 2, 16,
SUSTAIN, generalization, 32, 4, 1, 16,
SUSTAIN, generalization, 32, 5, 1.0, 17,
SUSTAIN, generalization, 32, 63, 2, 17,
SUSTAIN, generalization, 32, 14, 2, 17,
SUSTAIN, generalization, 32, 6, 1, 17,
SUSTAIN, generalization, 32, 9, 1, 17,
SUSTAIN, generalization, 32, 62, 2, 17,
SUSTAIN, generalization, 32, 35, 2, 17,
SUSTAIN, generalization, 32, 43, 1, 17,
SUSTAIN, generalization, 32, 23, 1.0, 18,
SUSTAIN, generalization, 32, 64, 1, 18,
SUSTAIN, generalization, 32, 53, 2.0, 19,
SUSTAIN, generalization, 32, 44, 1, 19,
SUSTAIN, generalization, 32, 56, 2, 19,
SUSTAIN, generalization, 32, 7, 1.0, 20,
SUSTAIN, generalization, 32, 21, 2, 20,
SUSTAIN, generalization, 32, 26, 2, 20,
SUSTAIN, generalization, 32, 18, 1.0, 21,
SUSTAIN, generalization, 32, 8, 1, 21,
SUSTAIN, generalization, 32, 42, 1.0, 22,
SUSTAIN, generalization, 32, 17, 1, 22,
SUSTAIN, generalization, 32, 33, 1.0, 23,
SUSTAIN, generalization, 32, 54, 2, 23,
SUSTAIN, generalization, 32, 34, 1, 23,
SUSTAIN, generalization, 32, 27, 2.0, 24,
SUSTAIN, generalization, 32, 41, 1, 24,
SUSTAIN, generalization, 33, 17, 1, 6,
SUSTAIN, generalization, 33, 2, 1, 6,
SUSTAIN, generalization, 33, 37, 1.0, 7,
SUSTAIN, generalization, 33, 49, 1.0, 8,
SUSTAIN, generalization, 33, 29, 1, 8,
SUSTAIN, generalization, 33, 31, 2.0, 9,
SUSTAIN, generalization, 33, 48, 2, 9,
SUSTAIN, generalization, 33, 26, 1.0, 10,
SUSTAIN, generalization, 33, 40, 2, 10,
SUSTAIN, generalization, 33, 3, 1, 10,
SUSTAIN, generalization, 33, 22, 1.0, 11,
SUSTAIN, generalization, 33, 20, 1, 11,
SUSTAIN, generalization, 33, 35, 1, 11,
SUSTAIN, generalization, 33, 11, 1, 11,
SUSTAIN, generalization, 33, 45, 1, 11,
SUSTAIN, generalization, 33, 21, 1, 11,
SUSTAIN, generalization, 33, 43, 2.0, 12,
SUSTAIN, generalization, 33, 59, 1.0, 13,
SUSTAIN, generalization, 33, 61, 1, 13,
SUSTAIN, generalization, 33, 7, 1.0, 14,
SUSTAIN, generalization, 33, 51, 2, 14,
SUSTAIN, generalization, 33, 36, 1, 14,
SUSTAIN, generalization, 33, 16, 2.0, 15,
SUSTAIN, generalization, 33, 46, 1.0, 16,
SUSTAIN, generalization, 33, 39, 2, 16,
SUSTAIN, generalization, 33, 42, 2, 16,
SUSTAIN, generalization, 33, 54, 1, 16,
SUSTAIN, generalization, 33, 33, 2.0, 17,
SUSTAIN, generalization, 33, 12, 1.0, 18,
SUSTAIN, generalization, 33, 13, 1, 18,
SUSTAIN, generalization, 33, 62, 2, 18,
SUSTAIN, generalization, 33, 63, 2, 18,
SUSTAIN, generalization, 33, 57, 1, 18,
SUSTAIN, generalization, 33, 28, 2.0, 19,
SUSTAIN, generalization, 33, 24, 2, 19,
SUSTAIN, generalization, 33, 52, 1.0, 20,
SUSTAIN, generalization, 33, 56, 2, 20,
SUSTAIN, generalization, 33, 4, 1, 20,
SUSTAIN, generalization, 33, 47, 1, 20,
SUSTAIN, generalization, 33, 27, 2, 20,
SUSTAIN, generalization, 33, 23, 1, 20,
SUSTAIN, generalization, 33, 6, 1, 20,
SUSTAIN, generalization, 33, 25, 1, 20,
SUSTAIN, generalization, 33, 50, 1, 20,
SUSTAIN, generalization, 33, 1, 2, 20,
SUSTAIN, generalization, 33, 34, 2, 20,
SUSTAIN, generalization, 33, 14, 1, 20,
SUSTAIN, generalization, 33, 32, 2, 20,
SUSTAIN, generalization, 33, 15, 2, 20,
SUSTAIN, generalization, 33, 38, 1, 20,
SUSTAIN, generalization, 33, 8, 1, 20,
SUSTAIN, generalization, 33, 5, 1.0, 21,
SUSTAIN, generalization, 33, 44, 2, 21,
SUSTAIN, generalization, 33, 18, 1.0, 22,
SUSTAIN, generalization, 33, 60, 1, 22,
SUSTAIN, generalization, 33, 30, 1.0, 23,
SUSTAIN, generalization, 33, 19, 1, 23,
SUSTAIN, generalization, 33, 64, 1, 23,
SUSTAIN, generalization, 33, 55, 2, 23,
SUSTAIN, generalization, 33, 41, 1.0, 24,
SUSTAIN, generalization, 33, 53, 1, 24,
SUSTAIN, generalization, 33, 9, 1, 24,
SUSTAIN, generalization, 33, 10, 1, 24,
SUSTAIN, generalization, 33, 58, 1, 24,
SUSTAIN, generalization, 34, 56, 2, 6,
SUSTAIN, generalization, 34, 11, 1, 6,
SUSTAIN, generalization, 34, 53, 2, 6,
SUSTAIN, generalization, 34, 57, 1.0, 7,
SUSTAIN, generalization, 34, 25, 2.0, 8,
SUSTAIN, generalization, 34, 14, 2.0, 9,
SUSTAIN, generalization, 34, 42, 2.0, 10,
SUSTAIN, generalization, 34, 58, 1, 10,
SUSTAIN, generalization, 34, 61, 2, 10,
SUSTAIN, generalization, 34, 47, 2, 10,
SUSTAIN, generalization, 34, 54, 2, 10,
SUSTAIN, generalization, 34, 1, 2, 10,
SUSTAIN, generalization, 34, 10, 1, 10,
SUSTAIN, generalization, 34, 18, 1, 10,
SUSTAIN, generalization, 34, 7, 1.0, 11,
SUSTAIN, generalization, 34, 51, 1.0, 12,
SUSTAIN, generalization, 34, 36, 1.0, 13,
SUSTAIN, generalization, 34, 41, 2, 13,
SUSTAIN, generalization, 34, 59, 1, 13,
SUSTAIN, generalization, 34, 48, 1.0, 14,
SUSTAIN, generalization, 34, 23, 1.0, 15,
SUSTAIN, generalization, 34, 32, 2.0, 16,
SUSTAIN, generalization, 34, 50, 1, 16,
SUSTAIN, generalization, 34, 16, 2, 16,
SUSTAIN, generalization, 34, 26, 2, 16,
SUSTAIN, generalization, 34, 30, 2, 16,
SUSTAIN, generalization, 34, 22, 1, 16,
SUSTAIN, generalization, 34, 45, 2.0, 17,
SUSTAIN, generalization, 34, 55, 2, 17,
SUSTAIN, generalization, 34, 62, 2, 17,
SUSTAIN, generalization, 34, 43, 2, 17,
SUSTAIN, generalization, 34, 13, 2, 17,
SUSTAIN, generalization, 34, 38, 1, 17,
SUSTAIN, generalization, 34, 52, 1, 17,
SUSTAIN, generalization, 34, 21, 1, 17,
SUSTAIN, generalization, 34, 20, 1.0, 18,
SUSTAIN, generalization, 34, 40, 1, 18,
SUSTAIN, generalization, 34, 2, 1, 18,
SUSTAIN, generalization, 34, 15, 2, 18,
SUSTAIN, generalization, 34, 39, 1.0, 19,
SUSTAIN, generalization, 34, 28, 1, 19,
SUSTAIN, generalization, 34, 19, 1, 19,
SUSTAIN, generalization, 34, 33, 2, 19,
SUSTAIN, generalization, 34, 29, 2.0, 20,
SUSTAIN, generalization, 34, 3, 1, 20,
SUSTAIN, generalization, 34, 46, 2, 20,
SUSTAIN, generalization, 34, 8, 1, 20,
SUSTAIN, generalization, 34, 63, 2, 20,
SUSTAIN, generalization, 34, 34, 1.0, 21,
SUSTAIN, generalization, 34, 17, 1.0, 22,
SUSTAIN, generalization, 34, 35, 1, 22,
SUSTAIN, generalization, 34, 60, 1.0, 23,
SUSTAIN, generalization, 34, 27, 1.0, 24,
SUSTAIN, generalization, 34, 44, 2, 24,
SUSTAIN, generalization, 34, 6, 1, 24,
SUSTAIN, generalization, 34, 37, 1, 24,
SUSTAIN, generalization, 34, 12, 1.0, 25,
SUSTAIN, generalization, 34, 5, 1.0, 26,
SUSTAIN, generalization, 34, 31, 2, 26,
SUSTAIN, generalization, 34, 9, 1, 26,
SUSTAIN, generalization, 34, 24, 1, 26,
SUSTAIN, generalization, 34, 49, 2.0, 27,
SUSTAIN, generalization, 34, 4, 1, 27,
SUSTAIN, generalization, 34, 64, 1, 27,
SUSTAIN, generalization, 35, 49, 1.0, 7,
SUSTAIN, generalization, 35, 20, 2.0, 8,
SUSTAIN, generalization, 35, 45, 1.0, 9,
SUSTAIN, generalization, 35, 9, 1, 9,
SUSTAIN, generalization, 35, 17, 1, 9,
SUSTAIN, generalization, 35, 11, 1, 9,
SUSTAIN, generalization, 35, 41, 1, 9,
SUSTAIN, generalization, 35, 56, 2, 9,
SUSTAIN, generalization, 35, 14, 1.0, 10,
SUSTAIN, generalization, 35, 36, 1, 10,
SUSTAIN, generalization, 35, 6, 1, 10,
SUSTAIN, generalization, 35, 28, 2, 10,
SUSTAIN, generalization, 35, 8, 1.0, 11,
SUSTAIN, generalization, 35, 31, 1.0, 12,
SUSTAIN, generalization, 35, 50, 1, 12,
SUSTAIN, generalization, 35, 2, 1, 12,
SUSTAIN, generalization, 35, 63, 2, 12,
SUSTAIN, generalization, 35, 22, 1, 12,
SUSTAIN, generalization, 35, 52, 2.0, 13,
SUSTAIN, generalization, 35, 3, 1, 13,
SUSTAIN, generalization, 35, 54, 2, 13,
SUSTAIN, generalization, 35, 24, 2.0, 14,
SUSTAIN, generalization, 35, 33, 2.0, 15,
SUSTAIN, generalization, 35, 15, 1, 15,
SUSTAIN, generalization, 35, 62, 2, 15,
SUSTAIN, generalization, 35, 4, 2.0, 16,
SUSTAIN, generalization, 35, 59, 1.0, 17,
SUSTAIN, generalization, 35, 58, 1, 17,
SUSTAIN, generalization, 35, 29, 1, 17,
SUSTAIN, generalization, 35, 60, 1, 17,
SUSTAIN, generalization, 35, 42, 2.0, 18,
SUSTAIN, generalization, 35, 5, 2, 18,
SUSTAIN, generalization, 35, 25, 2, 18,
SUSTAIN, generalization, 35, 44, 1, 18,
SUSTAIN, generalization, 35, 39, 1, 18,
SUSTAIN, generalization, 35, 27, 1.0, 19,
SUSTAIN, generalization, 35, 16, 2, 19,
SUSTAIN, generalization, 35, 38, 1.0, 20,
SUSTAIN, generalization, 35, 21, 2, 20,
SUSTAIN, generalization, 35, 34, 2, 20,
SUSTAIN, generalization, 35, 32, 1, 20,
SUSTAIN, generalization, 35, 55, 2, 20,
SUSTAIN, generalization, 35, 64, 1, 20,
SUSTAIN, generalization, 35, 26, 1, 20,
SUSTAIN, generalization, 35, 19, 2, 20,
SUSTAIN, generalization, 35, 48, 1.0, 21,
SUSTAIN, generalization, 35, 51, 2, 21,
SUSTAIN, generalization, 35, 57, 2.0, 22,
SUSTAIN, generalization, 35, 1, 2, 22,
SUSTAIN, generalization, 35, 30, 1, 22,
SUSTAIN, generalization, 35, 12, 1.0, 23,
SUSTAIN, generalization, 35, 40, 1, 23,
SUSTAIN, generalization, 35, 37, 1, 23,
SUSTAIN, generalization, 35, 7, 1, 23,
SUSTAIN, generalization, 35, 53, 2, 23,
SUSTAIN, generalization, 35, 10, 1, 23,
SUSTAIN, generalization, 35, 18, 2.0, 24,
SUSTAIN, generalization, 35, 47, 1, 24,
SUSTAIN, generalization, 35, 43, 2, 24,
SUSTAIN, generalization, 35, 61, 2.0, 25,
SUSTAIN, generalization, 35, 46, 1, 25,
SUSTAIN, generalization, 35, 13, 1, 25,
SUSTAIN, generalization, 35, 23, 2, 25,
SUSTAIN, generalization, 35, 35, 2.0, 26,
SUSTAIN, generalization, 36, 57, 1.0, 7,
SUSTAIN, generalization, 36, 10, 1, 7,
SUSTAIN, generalization, 36, 42, 2.0, 8,
SUSTAIN, generalization, 36, 63, 2, 8,
SUSTAIN, generalization, 36, 37, 1.0, 9,
SUSTAIN, generalization, 36, 32, 2.0, 10,
SUSTAIN, generalization, 36, 7, 2.0, 11,
SUSTAIN, generalization, 36, 38, 1, 11,
SUSTAIN, generalization, 36, 45, 1, 11,
SUSTAIN, generalization, 36, 31, 2, 11,
SUSTAIN, generalization, 36, 43, 2, 11,
SUSTAIN, generalization, 36, 36, 1, 11,
SUSTAIN, generalization, 36, 48, 2, 11,
SUSTAIN, generalization, 36, 58, 1, 11,
SUSTAIN, generalization, 36, 24, 2, 11,
SUSTAIN, generalization, 36, 18, 1, 11,
SUSTAIN, generalization, 36, 60, 2.0, 12,
SUSTAIN, generalization, 36, 29, 1, 12,
SUSTAIN, generalization, 36, 62, 2, 12,
SUSTAIN, generalization, 36, 50, 2, 12,
SUSTAIN, generalization, 36, 39, 1, 12,
SUSTAIN, generalization, 36, 26, 1.0, 13,
SUSTAIN, generalization, 36, 55, 2, 13,
SUSTAIN, generalization, 36, 3, 1, 13,
SUSTAIN, generalization, 36, 9, 1, 13,
SUSTAIN, generalization, 36, 34, 1, 13,
SUSTAIN, generalization, 36, 30, 1.0, 14,
SUSTAIN, generalization, 36, 11, 1, 14,
SUSTAIN, generalization, 36, 1, 2, 14,
SUSTAIN, generalization, 36, 13, 1.0, 15,
SUSTAIN, generalization, 36, 56, 2, 15,
SUSTAIN, generalization, 36, 51, 1.0, 16,
SUSTAIN, generalization, 36, 64, 1, 16,
SUSTAIN, generalization, 36, 46, 1.0, 17,
SUSTAIN, generalization, 36, 44, 1, 17,
SUSTAIN, generalization, 36, 53, 1, 17,
SUSTAIN, generalization, 36, 14, 1, 17,
SUSTAIN, generalization, 36, 4, 2.0, 18,
SUSTAIN, generalization, 36, 54, 2, 18,
SUSTAIN, generalization, 36, 6, 2, 18,
SUSTAIN, generalization, 36, 61, 2, 18,
SUSTAIN, generalization, 36, 20, 2.0, 19,
SUSTAIN, generalization, 36, 15, 2, 19,
SUSTAIN, generalization, 36, 21, 2, 19,
SUSTAIN, generalization, 36, 41, 2, 19,
SUSTAIN, generalization, 36, 40, 1.0, 20,
SUSTAIN, generalization, 36, 47, 1, 20,
SUSTAIN, generalization, 36, 19, 2, 20,
SUSTAIN, generalization, 36, 2, 1, 20,
SUSTAIN, generalization, 36, 22, 1, 20,
SUSTAIN, generalization, 36, 49, 2.0, 21,
SUSTAIN, generalization, 36, 5, 2, 21,
SUSTAIN, generalization, 36, 59, 2, 21,
SUSTAIN, generalization, 36, 16, 1.0, 22,
SUSTAIN, generalization, 36, 52, 1, 22,
SUSTAIN, generalization, 36, 12, 1, 22,
SUSTAIN, generalization, 36, 28, 1.0, 23,
SUSTAIN, generalization, 36, 35, 1.0, 24,
SUSTAIN, generalization, 36, 8, 2, 24,
SUSTAIN, generalization, 36, 33, 2.0, 25,
SUSTAIN, generalization, 36, 25, 1, 25,
SUSTAIN, generalization, 36, 27, 1, 25,
SUSTAIN, generalization, 36, 17, 1.0, 26,
SUSTAIN, generalization, 36, 23, 1.0, 27,
SUSTAIN, generalization, 37, 42, 2.0, 7,
SUSTAIN, generalization, 37, 50, 2, 7,
SUSTAIN, generalization, 37, 64, 1, 7,
SUSTAIN, generalization, 37, 43, 2, 7,
SUSTAIN, generalization, 37, 18, 1, 7,
SUSTAIN, generalization, 37, 36, 1.0, 8,
SUSTAIN, generalization, 37, 33, 2, 8,
SUSTAIN, generalization, 37, 61, 2, 8,
SUSTAIN, generalization, 37, 20, 2.0, 9,
SUSTAIN, generalization, 37, 55, 2, 9,
SUSTAIN, generalization, 37, 56, 2, 9,
SUSTAIN, generalization, 37, 57, 1.0, 10,
SUSTAIN, generalization, 37, 22, 2, 10,
SUSTAIN, generalization, 37, 11, 1, 10,
SUSTAIN, generalization, 37, 58, 1, 10,
SUSTAIN, generalization, 37, 53, 1.0, 11,
SUSTAIN, generalization, 37, 6, 2.0, 12,
SUSTAIN, generalization, 37, 16, 1.0, 13,
SUSTAIN, generalization, 37, 51, 1, 13,
SUSTAIN, generalization, 37, 48, 2, 13,
SUSTAIN, generalization, 37, 1, 2, 13,
SUSTAIN, generalization, 37, 25, 1.0, 14,
SUSTAIN, generalization, 37, 39, 2.0, 15,
SUSTAIN, generalization, 37, 15, 1, 15,
SUSTAIN, generalization, 37, 14, 2, 15,
SUSTAIN, generalization, 37, 31, 2, 15,
SUSTAIN, generalization, 37, 60, 2.0, 16,
SUSTAIN, generalization, 37, 30, 1.0, 17,
SUSTAIN, generalization, 37, 26, 1, 17,
SUSTAIN, generalization, 37, 63, 2, 17,
SUSTAIN, generalization, 37, 13, 1.0, 18,
SUSTAIN, generalization, 37, 52, 1, 18,
SUSTAIN, generalization, 37, 40, 2, 18,
SUSTAIN, generalization, 37, 10, 1, 18,
SUSTAIN, generalization, 37, 62, 2, 18,
SUSTAIN, generalization, 37, 7, 2, 18,
SUSTAIN, generalization, 37, 38, 2, 18,
SUSTAIN, generalization, 37, 47, 2, 18,
SUSTAIN, generalization, 37, 29, 1, 18,
SUSTAIN, generalization, 37, 12, 1, 18,
SUSTAIN, generalization, 37, 44, 1, 18,
SUSTAIN, generalization, 37, 2, 1, 18,
SUSTAIN, generalization, 37, 3, 1, 18,
SUSTAIN, generalization, 37, 21, 2, 18,
SUSTAIN, generalization, 37, 28, 1, 18,
SUSTAIN, generalization, 37, 35, 1, 18,
SUSTAIN, generalization, 37, 59, 2, 18,
SUSTAIN, generalization, 37, 24, 2.0, 19,
SUSTAIN, generalization, 37, 19, 2, 19,
SUSTAIN, generalization, 37, 23, 2, 19,
SUSTAIN, generalization, 37, 17, 2.0, 20,
SUSTAIN, generalization, 37, 9, 1, 20,
SUSTAIN, generalization, 37, 5, 2, 20,
SUSTAIN, generalization, 37, 4, 2.0, 21,
SUSTAIN, generalization, 37, 32, 1.0, 22,
SUSTAIN, generalization, 37, 8, 2.0, 23,
SUSTAIN, generalization, 37, 49, 2.0, 24,
SUSTAIN, generalization, 37, 54, 1, 24,
SUSTAIN, generalization, 37, 27, 2.0, 25,
SUSTAIN, generalization, 37, 45, 1.0, 26,
SUSTAIN, generalization, 37, 46, 1, 26,
SUSTAIN, generalization, 37, 34, 1.0, 27,
SUSTAIN, generalization, 37, 41, 2, 27,
SUSTAIN, generalization, 37, 37, 1, 27,
SUSTAIN, generalization, 38, 7, 2.0, 7,
SUSTAIN, generalization, 38, 18, 1, 7,
SUSTAIN, generalization, 38, 3, 1, 7,
SUSTAIN, generalization, 38, 13, 1.0, 8,
SUSTAIN, generalization, 38, 52, 1.0, 9,
SUSTAIN, generalization, 38, 5, 1, 9,
SUSTAIN, generalization, 38, 37, 2.0, 10,
SUSTAIN, generalization, 38, 17, 1, 10,
SUSTAIN, generalization, 38, 48, 2, 10,
SUSTAIN, generalization, 38, 34, 1.0, 11,
SUSTAIN, generalization, 38, 57, 2.0, 12,
SUSTAIN, generalization, 38, 16, 2, 12,
SUSTAIN, generalization, 38, 33, 1, 12,
SUSTAIN, generalization, 38, 47, 2, 12,
SUSTAIN, generalization, 38, 8, 2, 12,
SUSTAIN, generalization, 38, 15, 2, 12,
SUSTAIN, generalization, 38, 53, 1, 12,
SUSTAIN, generalization, 38, 42, 1, 12,
SUSTAIN, generalization, 38, 63, 2, 12,
SUSTAIN, generalization, 38, 14, 1, 12,
SUSTAIN, generalization, 38, 19, 1.0, 13,
SUSTAIN, generalization, 38, 11, 1, 13,
SUSTAIN, generalization, 38, 60, 1, 13,
SUSTAIN, generalization, 38, 40, 1.0, 14,
SUSTAIN, generalization, 38, 24, 2.0, 15,
SUSTAIN, generalization, 38, 61, 2, 15,
SUSTAIN, generalization, 38, 55, 2, 15,
SUSTAIN, generalization, 38, 49, 2, 15,
SUSTAIN, generalization, 38, 46, 1.0, 16,
SUSTAIN, generalization, 38, 38, 2, 16,
SUSTAIN, generalization, 38, 54, 1, 16,
SUSTAIN, generalization, 38, 59, 1.0, 17,
SUSTAIN, generalization, 38, 12, 1, 17,
SUSTAIN, generalization, 38, 30, 1.0, 18,
SUSTAIN, generalization, 38, 56, 2, 18,
SUSTAIN, generalization, 38, 28, 1, 18,
SUSTAIN, generalization, 38, 43, 1.0, 19,
SUSTAIN, generalization, 38, 45, 1, 19,
SUSTAIN, generalization, 38, 31, 1, 19,
SUSTAIN, generalization, 38, 32, 1, 19,
SUSTAIN, generalization, 38, 51, 1, 19,
SUSTAIN, generalization, 38, 22, 1, 19,
SUSTAIN, generalization, 38, 20, 1, 19,
SUSTAIN, generalization, 38, 2, 1, 19,
SUSTAIN, generalization, 38, 26, 1.0, 20,
SUSTAIN, generalization, 38, 25, 1, 20,
SUSTAIN, generalization, 38, 44, 1, 20,
SUSTAIN, generalization, 38, 29, 1, 20,
SUSTAIN, generalization, 38, 9, 1, 20,
SUSTAIN, generalization, 38, 58, 2, 20,
SUSTAIN, generalization, 38, 39, 1, 20,
SUSTAIN, generalization, 38, 4, 2.0, 21,
SUSTAIN, generalization, 38, 64, 1, 21,
SUSTAIN, generalization, 38, 6, 1.0, 22,
SUSTAIN, generalization, 38, 21, 2.0, 23,
SUSTAIN, generalization, 38, 50, 1.0, 24,
SUSTAIN, generalization, 38, 36, 2, 24,
SUSTAIN, generalization, 38, 62, 2, 24,
SUSTAIN, generalization, 38, 1, 2, 24,
SUSTAIN, generalization, 38, 41, 2.0, 25,
SUSTAIN, generalization, 38, 10, 1, 25,
